Id,Class,Size,Q,Q/Size
bIC9f4xQYOm3SMpvgtWD,8,417792,282224,67.55
BIDzw09f5oL1QOtJXH2N,8,126976,10072,7.93
bKHofVDm516JRGALsWei,8,126976,10072,7.93
BKMV3hZw821iaEHI6XpR,8,126976,9008,7.09
BKt5UQleYWvJrx4N9R62,8,348160,229768,65.99
bKUMpyOl7R4G3id86Pc9,8,122880,5836,4.75
BLO9iXJgWEAGI3UrYlam,8,126976,9008,7.09
BM9ri8vXtbxJNem6S4wg,8,126976,8564,6.74
bMCSsqgxuwhlfOXUKLFm,8,122880,5836,4.75
BMicWZAfDgb7k3p9Va5H,8,221184,118924,53.77
BMjARPlc6GI7ONfitDJd,8,126976,9008,7.09
BMjeIFGzP6U7qpW8YAHC,8,126976,9008,7.09
bmQTphu5qdLaNjVcAKn9,8,126976,9008,7.09
Bn3MOp6gHdfLz8PboiJA,8,122880,7996,6.51
BNwV59DaCqRXs3LpTtAx,8,122880,5836,4.75
Bo1NCzWcGTYOHQ39vMga,8,122880,5836,4.75
BOeTymAhdfoYM23aj5Xr,8,126976,9008,7.09
BOPEStlfDrz9kvjN2AyT,8,126976,9008,7.09
BOYuoPTgalDCSrERI8kj,8,126976,9008,7.09
BP15O7oHVdpeUaRxF0Mu,8,163840,33204,20.27
Bp2gVEzveRtOCrDGWxLI,8,126976,9008,7.09
bPjNyQd5VM3oArFuWUge,8,204800,832,0.41
bPlmOfVjXFQrS2NsE7Kq,8,126976,9008,7.09
BPx5vIDXAmLkOiR1Ec3e,8,122880,5836,4.75
BreEUiPh3mzaCZFK7xvQ,8,126976,9008,7.09
Brjb7SDdwO1fnkAhCT0M,8,315392,229572,72.79
bROPgBf8pYcSud4Ejeml,8,126976,9008,7.09
BsOS4cVzLmTwG5WnFD3j,8,126976,9008,7.09
BsouwtiGC4ULQcRpOWh0,8,126976,9008,7.09
bstNd5CqKzGYgIyOc7iS,8,167936,26472,15.76
bUcAhj40SsfgJPlnVZkq,8,348160,230128,66.1
BUGAnop1NDYTh0txE8d6,8,126976,8564,6.74
buxytVXCf9nTI6rQNSdw,8,122880,5836,4.75
BV4EjiKZJ1ekaoYxz7D0,8,126976,9008,7.09
BvU3AbFVu1awtI9QGzhR,8,126976,8564,6.74
bWMTEq0N6d7KRZhvigGQ,8,286720,118876,41.46
Bwqo5fajvyIRE3DKzSx6,8,126976,9008,7.09
BX1krdbNEPmgFeCaRy52,8,344064,229976,66.84
Bx9jm5GL6DYkWby3OKdi,8,126976,9008,7.09
bxED6RSpmnWV03kyMLoK,8,126976,9008,7.09
bxGymYEIRU3uXZ0KP9gH,8,262144,132184,50.42
ByjYPtUlQ0T76FekSJH5,8,454656,327888,72.12
Byt6LiXanHRvSsMEGFU9,8,237568,65128,27.41
ByY1Q4t83mnODGTj59op,8,212992,79720,37.43
c02hlI4zUA38QbmGDw1p,8,126976,8564,6.74
c3Lx2VdawPgOrFQK7ElZ,8,126976,9008,7.09
c3NIGVYlvrJjeoThpCxy,8,126976,9008,7.09
c3rIdOM29EHXF4ufexlU,8,126976,8564,6.74
C5MzcA6N7yxuQfWDOgoU,8,122880,6972,5.67
c5sd6UhgaKivEtPoBQA8,8,294912,25672,8.7
C6pcTZjgKOMtB0iREaSe,8,356352,229416,64.38
C6xhRUmd8vVAp4kFJBu5,8,126976,9008,7.09
c80roKJnvAgmq9kD3MRu,8,126976,9008,7.09
c9tj6deKFW4zDfOvE5VG,8,262144,132184,50.42
C9YJUvOwLcdK3TWa0mb8,8,196608,1800,0.92
cA69YZFTVMzJpEKiSu0C,8,126976,8564,6.74
Caon9tZ23mrkJiRX6S0q,8,290816,151648,52.15
caphmH2ebXoFlZQNVy3n,8,126976,9008,7.09
CbRnEdeAj2FNzmDfZMQI,8,122880,5836,4.75
cBTaW6V7hrS5fKgJvwjA,8,122880,5836,4.75
cCbg46N90ykYJxqK3tdF,8,290816,151648,52.15
cCWp0Na4JxjTOXVw6q23,8,266240,37124,13.94
CdJ3sjrGFOBaYTx7biRQ,8,393216,229608,58.39
CdN4kZVMhB7IoxsRYu2y,8,122880,6972,5.67
ce2bA7oZP38DCIX9GhQV,8,126976,9008,7.09
cEaWDOBIweu0jkQUNTLH,8,126976,10072,7.93
CFGqpn3MEZYvh9mHtL2N,8,315392,126220,40.02
CgImqd6w4TiAF2JxB80E,8,327680,229600,70.07
CGjAmy85OhvrlswNZVKt,8,126976,9008,7.09
cGv8jZ2BnPMdm64VWeRw,8,565248,335880,59.42
chePT1jq7g5QO02ZN9DJ,8,126976,8564,6.74
chIxPYzG7tBTm9AXDgUC,8,126976,9008,7.09
ciaN815k3pWLnQX9oGRU,8,749568,9240,1.23
cICg0pMBHFzbWymJo8uL,8,311296,229892,73.85
cigYwfn2RCeDhOx7PjLW,8,126976,9008,7.09
CIGZkoDUljeQsf53z8Rv,8,126976,9008,7.09
CIKSXl6M7jd0wrftcLBH,8,126976,9008,7.09
cIwz7XLtOn2x4jQSVRJe,8,126976,9008,7.09
cjqmJyeWVnKas93wxk5t,8,303104,163936,54.09
CjwaKoD24Jt5cHhXgEuL,8,249856,59300,23.73
CJz5HUGibIM7WOX4KDmF,8,425984,290060,68.09
Ck4K1y36GgmWEzZF9LHM,8,122880,5836,4.75
ckA3Pn9iYjL27sqf4SRM,8,122880,5836,4.75
CKH3dzusIqDV94rvTJ2l,8,126976,9008,7.09
ckHjaqOLs7rN43tziuvQ,8,126976,8564,6.74
CKL9vk4x2IJZoM5sbu1R,8,126976,9008,7.09
CktT6q3sciLlWEuahHQD,8,126976,8564,6.74
cMdF9wsSLT2eKh7zxliB,8,126976,10072,7.93
Cmf516DZaASV43IUQqe7,8,126976,9008,7.09
CMKpr6JYU4Rw50XBDHVO,8,126976,8564,6.74
CMlwq0OXr8ygBbNESAIs,8,126976,9008,7.09
cmWUeA4FBR9laODHVhd2,8,126976,9008,7.09
cmzfHMpd2Vv6ZyqPOwjU,8,126976,8564,6.74
CNmr15YobqEfvJn6P7hU,8,401408,282276,70.32
cnSUu9osXZvAV85ykWNR,8,380928,229924,60.36
cNVsL894lE1fh3wDPyKu,8,126976,9008,7.09
CO18w5p9ZeBlqIKPhiyj,8,335872,230408,68.6
co48SQZLvCsXf2utnIHG,8,126976,8564,6.74
CofyHkdmFVtYO5KWJn46,8,126976,9008,7.09
cOGaJdDyevIn7XBouj5U,8,122880,5836,4.75
cOhKH3t2zyUwRFNVQfs6,8,126976,9008,7.09
cOKeokjEfm24N0u3wh19,8,299008,8440,2.82
cPo7FESsJQvVNqmaOiIY,8,126976,9008,7.09
Cqn1ZIDEQwzlrMNj3oAP,8,196608,32948,16.76
CqRphLNQa7KiTx8sdYgZ,8,1212416,1005512,82.93
Cqwcl7m6vezMOAiEnKWp,8,770048,12548,1.63
CSqAJat1xPWdzs8Y3mwy,8,126976,9008,7.09
CtGcyhMJk3wNe9BU08LY,8,126976,9008,7.09
CuREXdrp4OWhe81TNwUq,8,126976,9008,7.09
Cv742oSZumb1kGIU8YBN,8,303104,230204,75.95
cV8fK0vA9LxFz2B1Yeo3,8,126976,9008,7.09
Cvi1y2efF0AhORZ75uNK,8,126976,9008,7.09
cVjkXNizAryxYdlR5oBL,8,368640,230076,62.41
cVYX2gTrFnB3HfP8m5U9,8,122880,6972,5.67
Cw9EpOinq0sjVhcdHt6L,8,122880,6972,5.67
cWho0OsVSbntY3fx1Rd4,8,126976,9008,7.09
CWuq8TUdkQPBJOc40znp,8,245760,6240,2.54
cXdSgbQMu2Epl9A7WrNs,8,126976,8564,6.74
cxQKF7NWYzsHOX1R5E8B,8,122880,5836,4.75
CYblXLMZ8v6USIHOq3r4,8,126976,9008,7.09
CYEUPAcItFWBs2VQTyKb,8,126976,9008,7.09
D0IG1htMFaB5AoTQRXOe,8,405504,235752,58.14
D1rkKPHwad24qXLMRUC6,8,126976,9008,7.09
D2Ib3EY0wWHVZokK9u1n,8,172032,8828,5.13
d3OyhCmaB9zln4AwTRGW,8,339968,238236,70.08
d4mxVyliuz037wDecN5U,8,126976,9008,7.09
d4pRkjBtMv3uC9OKPIbL,8,126976,9008,7.09
D4UkKvnxZCswzAahu6iW,8,122880,6972,5.67
d5GCPxQuly4m6hEn0gqk,8,208896,23388,11.2
d5y31iXUNopBAjIEtklH,8,126976,8564,6.74
d6D27zlaQs4EWPKkVHvB,8,126976,9008,7.09
D6JwgzycPQu7mWt09eOI,8,126976,9008,7.09
D8QpUKHJdcvE9WVPXs2w,8,266240,114588,43.04
d9aX84kmhqvL1eANnciJ,8,126976,9008,7.09
d9eL3MgusYQWwtf6l2yn,8,126976,9008,7.09
D9SfgPTq24RdONYFG0ZL,8,126976,8564,6.74
d9tk6NmEj82MWXIHsTaw,8,126976,9008,7.09
D9XrA6kMy2sh8ZYnjqiT,8,176128,11600,6.59
DA5oqlUBMgiPymLxrIcJ,8,311296,229404,73.69
daplrWc5FSUL3s4iYyVv,8,126976,9008,7.09
DAvZIfYJ3dBMoRXNxSQg,8,126976,9008,7.09
Dc2oy138TqL6nzvtepOa,8,126976,9008,7.09
dcBsUgJNZa9tHkVISRXQ,8,122880,7028,5.72
dDBYMFQjmlaAT2rxhP7z,8,364544,282192,77.41
DdHqQwxGnP7ICrlbvJTk,8,122880,6972,5.67
DdWUEy72LmqkaQ1luYns,8,126976,9008,7.09
dDzqka3oCtXi6WgMuZYj,8,126976,10072,7.93
deOcZLbwRBp9y10liCj5,8,122880,5836,4.75
DEsoaSYpTiVrI2mCj9MF,8,831488,22404,2.69
dFTCW2EBnLVs3OK5ceHj,8,122880,5836,4.75
dg1AyKiHqjFwVOln4sLa,8,126976,9008,7.09
DG3ZgsPo26QSIfXJtAUF,8,126976,8564,6.74
dGtWQOwxTXUycpl23hf6,8,323584,229444,70.91
DH7q2gbnvTQ6CSFela8h,8,126976,9008,7.09
DHGMN38qz61rTmpSXsbn,8,126976,9008,7.09
dHhYV16mSsuTqrzcAvBE,8,126976,8564,6.74
DHmvEUizRk4hQ1eJXld9,8,126976,9008,7.09
dIWe7sY89Bb1M5ifaJ3n,8,126976,8564,6.74
dJVXOqTuk80ZWBleDc2Q,8,454656,332144,73.05
dk4HiPSRzsfbBGVMqNac,8,126976,8564,6.74
dKNk2oDiqevnRTsgCmG0,8,741376,440132,59.37
DkNYd806tFbgoJ4zf1UA,8,126976,8564,6.74
dKSp52B8YbLTfUc1VNOz,8,126976,9008,7.09
dlDuzi87p9eAZtUE4w2G,8,126976,9008,7.09
dlKCRHePG31OFg29TXbo,8,258048,67632,26.21
dLUoZ03Xqh5PKMyflOBj,8,221184,118924,53.77
dLuRwUfn04V1ZsDpbvKP,8,126976,9008,7.09
dlWuKQ8saoCgw0ISYPjB,8,126976,9008,7.09
dmHnoVODQABpur6sx7ql,8,221184,167828,75.88
dMVkBwLu3SRhqrIy7Nop,8,307200,126992,41.34
DMYi0TwJsZ5pt31IaxzO,8,315392,13140,4.17
Dnk0O61Ic2hMxiAlY4bE,8,126976,8564,6.74
DNmcvMG3LHIbr6zRed4h,8,126976,9008,7.09
DNPAd4wCIHh59p2nbqJT,8,126976,8564,6.74
DnSqtl6oksRxOwP8g0AM,8,299008,230352,77.04
Do9QfaXw52dYzcFipUeq,8,303104,230204,75.95
dOA4mHxVR8JsDoa2YlkB,8,126976,9008,7.09
dONo5qIgbC4PZ9yW6QSl,8,266240,114488,43.0
DpRqhyeIswlXrdF7YVTv,8,405504,235752,58.14
DPVTHpkfLrABWaqgoyjw,8,389120,229480,58.97
dQ5kFDwP4ByqU3tnLTZf,8,311296,177708,57.09
dqBs38ourIHZWme1CTOp,8,126976,9008,7.09
dr5FIgB8cMHx6WETnmOe,8,487424,8444,1.73
DReqVt7Hxa5plh8v0QP9,8,335872,165344,49.23
drj8265K4UhucxtI7ERX,8,126976,9008,7.09
DRk5zvgt4bPBjoy6l1w2,8,126976,8564,6.74
drkjQq9sGnzNb0X3CFpJ,8,303104,230204,75.95
DS3nJylYKdXQp7wbghk8,8,126976,8564,6.74
Ds9pnm1hBNrOxVlza3KT,8,409600,228,0.06
dT6n5gVkjxi3oDqUB4Zy,8,122880,6972,5.67
Dtfl1zhqCkGNSbmcaXW2,8,344064,20748,6.03
dTPeEC5gShQ1YVcI94N0,8,126976,10072,7.93
DTWtmMOnSVQ6L8KxEwba,8,286720,229560,80.06
duYKP0sJ6pINyZRmOCWF,8,266240,114568,43.03
DvCqbn37xi5YRwaP19NJ,8,126976,9008,7.09
DW4JTXzdAu08aLeQOFPt,8,126976,9008,7.09
DWSP7z4amdHwKRnMqrjJ,8,610304,399759,65.5
DXc7aKbmIMuodvRfg5iV,8,126976,9008,7.09
DyHEmqIAUN7LVO2a5zZc,8,1187840,418428,35.23
dyNkotjVGpaX5gfBx1AP,8,122880,6972,5.67
dYy5PSntD1Tu8gZip2OE,8,212992,88204,41.41
DZFtMKSlYEdX9a3L8jf4,8,707996,0,0.0
DZQHOmU7IVc3KWMbzJCE,8,122880,5836,4.75
DzsLRVUWAb9KYG3e8I4n,8,122880,5836,4.75
DZvJ1nBiqaL34YSwo8k0,8,339968,230544,67.81
e0fdQp9N2PYB5ShZy4GD,8,458752,328332,71.57
E15YPWfDswVaxUlCdyoe,8,311296,229504,73.73
E2L74rVJjfs6qKoy50cw,8,266240,114568,43.03
E3TBsHxCNg7OGUpbZIel,8,405504,235752,58.14
E4HJzxXgY8B19ZADdtoL,8,126976,9008,7.09
E4TwNXeQhOyCU6iDR31c,8,126976,9008,7.09
e536492vEYorx1jONqgG,8,126976,9008,7.09
e5apYjv4ZGERk2OzFly6,8,122880,5836,4.75
E5LABwGCpSmbsKQ40Vlk,8,126976,9008,7.09
E5wU3ZSjKbraJDdo9V1A,8,126976,9008,7.09
e6sV9KTp8OrX5qHNYAt2,8,352256,230744,65.5
E6UV2qcAsQH1txn5SJNZ,8,339968,238236,70.08
e6xiQwfrT10IJGVYhnqD,8,294912,25672,8.7
E9ATP2FX0oOxw1JkMQr3,8,126976,9008,7.09
e9s7YLjiN4Vt0Ia6FhU8,8,438272,328128,74.87
EaZ2t8lT4ngqu5U1NhWf,8,126976,9008,7.09
eAZIwrCciTsq4bYWyfEh,8,126976,8564,6.74
eBAwuWTRKbtjQsPSU7ai,8,126976,9008,7.09
ebcREpnCkZU65oBVHTj7,8,339968,230544,67.81
eBoSrA3YNRlPsmk5bXvO,8,126976,9008,7.09
EBRwNu9TxKmgzSjvopsr,8,380928,229472,60.24
EBXA6Kxc8IP5pZ7RFlkV,8,290816,151644,52.14
ec08aukvwVXn76Fg1RBA,8,122880,5836,4.75
EC32VKxBYp8ckZl5joqb,8,126976,9008,7.09
ecd3A46BQyk2SFJ7IMqb,8,126976,10072,7.93
ECiA7GPQj6MNZtSJvRqL,8,126976,9008,7.09
eCiN1Lzs8tIjdrxMQ2PR,8,122880,5836,4.75
ecVFna7rh4PBNKHoMugD,8,126976,10072,7.93
ECzKJTQ1pj6PDIMnXx40,8,126976,8564,6.74
eD1izAxkw4nZKrURF0fS,8,327680,229600,70.07
Edy18zl6pisInDJXu9a5,8,126976,9008,7.09
EeUvkZX3KQO1HPqI74fV,8,126976,9008,7.09
eF5UtAWbwBrYJlRVpNIk,8,126976,8564,6.74
eFEsN65mlqoxkhUTKCXy,8,126976,8564,6.74
EgJw2tGHKzZ3YeR85aID,8,126976,9008,7.09
egnhwcvsVjWONCU8t2Ju,8,227790,0,0.0
EgVXwZiSQbY2JPoephRM,8,126976,9008,7.09
EgymHkwfrqWDp28M7dJe,8,442368,251400,56.83
EHm9XcRIT4noJVrP62NK,8,126976,10072,7.93
EHtqirucvwIPnKAokO3d,8,122880,5836,4.75
Ei92sQqeJWtwHkcx8ouK,8,126976,9008,7.09
EiD3lRHWhCw4zY9SjXVI,8,126976,8564,6.74
EIhQGg69bACYPNXBSxy5,8,790528,284,0.04
EiqWaKH5VdGBc2QnfO8x,8,126976,9008,7.09
ejd8D3QOiaPBtfCvlskU,8,126976,9008,7.09
EjePwO67SMgaldTt4pYV,8,126976,9008,7.09
Ek1sLKWN2DoUFriJy7mC,8,126976,9008,7.09
EKeIjqfa10JmzunTXciN,8,126976,9008,7.09
eKgQl0AwEzo12DBcs46I,8,122880,6972,5.67
EKzas0qTBM4n8OxgHYX2,8,122880,5836,4.75
eLIcxWgPOwNnD3vQXSkf,8,126976,9008,7.09
elR5wXCUh8jpg0VT1Amb,8,327680,229600,70.07
EMaDXLFSlr9TyW68JNOz,8,122880,5836,4.75
EmT1hn8qX6kOYFbZIB0f,8,126976,9008,7.09
eO2JXtZ5Tc8QBGmLDuFM,8,122880,6972,5.67
EoQcKwn0pjdGB5LAmSCa,8,126976,8564,6.74
EOWxcs1J2teX9bQfn7B4,8,335872,4340,1.29
EP5gD2SpuBbczrkQXKTm,8,126976,9008,7.09
EQ9XCpb8NMh2ql6Ki4ky,8,348160,229576,65.94
EqyvbO9ki50BDJTaKpPI,8,126976,9008,7.09
eR5NruTbULqhYVFmt39d,8,303104,230204,75.95
ERUu09IMtDwszYTj6ckm,8,126976,9008,7.09
ESGvu4j7F65olY8IkWi0,8,352256,229800,65.24
ESMo7G9RVnYNgB3fHdpP,8,262144,131160,50.03
esQpnxYJW1PVrT8ovu43,8,315392,229404,72.74
EsWOrxC0pMt9jgPQb7cA,8,126976,8564,6.74
ET2LWQHiv7RSIJd0bAsC,8,126976,9008,7.09
ETluOSjYRQnJ9r3pLDKq,8,126976,9008,7.09
eTt2HsXmqIJRhvaEfNO5,8,126976,9008,7.09
EU9fM6j1sco83kHOByuG,8,126976,9008,7.09
euAfyh0HkFiaKndptmsJ,8,262144,131184,50.04
EudLvJYRpi7K3r5MBPnq,8,315392,229408,72.74
Ew2aWTApjRgkhKSz0Dri,8,126976,9008,7.09
EwDIfpaJTj4PNLM6OSeR,8,262144,130176,49.66
EWjeG296zHFnAYRsIrNh,8,307200,200508,65.27
ewvkZjT3McJArUo7bQHK,8,126976,9008,7.09
EXapH4diUyGeJ95vf1YT,8,126976,9008,7.09
exC2KwNmS6fTbEQ0M81k,8,126976,9008,7.09
exSWamc4HiOj2CG5Rq1u,8,188416,11092,5.89
eYCJ0kLMFuNyoAXi91dK,8,126976,9008,7.09
EYrRoIbOfeVDdQF3Si9L,8,315392,200548,63.59
Eyub0sHRwkPJTm58NgXF,8,266240,114588,43.04
eYwtJkx9a6dBz7ChZb43,8,172032,25160,14.63
EZGSdcyL3bCHQaFDNo7n,8,126976,9008,7.09
ezxoXjVrEMLP1s5Zb04G,8,303104,230204,75.95
f0FrYtI6vA7P2eZ18izX,8,262144,131160,50.03
F1elM9bnvJT6rG4AWk0d,8,327680,229600,70.07
f3I8LNGxFnEV6gd9iJSr,8,126976,9008,7.09
F3OeacGAomRBgzErX4nL,8,126976,9008,7.09
f5JFnNr6QYAXMdB0kyG7,8,126976,9032,7.11
F5Om4quYSd3BaGK6xjsp,8,126976,9008,7.09
f8xWDewNt9qrPzhp1Rdm,8,262144,131184,50.04
F9BiHDAjVcQTnv8yzdtJ,8,208896,23388,11.2
Fa1teXgUZO7vy0Kw6CTd,8,327680,229600,70.07
Fa3Bwj8M6UoYhZKimT7E,8,233472,201324,86.23
fadiNIzQsxUMBElZgc97,8,126976,9008,7.09
FATC6c217RtpuGiV4bZU,8,126976,10072,7.93
FAVY3yOcIPEk4BdqXgr1,8,126976,10072,7.93
FbtjwxYNJlpdC764rITZ,8,126976,9008,7.09
fC4O8EsYumjHKJlRyPno,8,126976,9008,7.09
fc9yYUTNz0qWibKtwR2j,8,126976,9008,7.09
FdMkgDZaeJus2vTPIxGH,8,122880,5836,4.75
FdSyWHUrZqeo9aE1mI7O,8,245760,130884,53.26
Fe0RwyGuONtrH5mJpAx6,8,196608,74460,37.87
feCLEnBkHFvKpWirShuV,8,122880,5836,4.75
FevJpgHqdmc4RZT2fxbP,8,348160,229780,66.0
Ff65YU9skLjAyMibz1B3,8,303104,230204,75.95
fG0ixV6kJ8vFHubTchgN,8,188416,30620,16.25
FGbnRaJXyzeEu0Hchk95,8,122880,4372,3.56
FGPHc0QSsMmYUfraOil2,8,126976,9008,7.09
fgYxPlSK2MeTiGzjbsI8,8,126976,9008,7.09
fHELzXgxKRC4TFIkt1GB,8,200704,29252,14.57
FhLibeNQqV4O8acZvtJ7,8,126976,9008,7.09
FHMwlc0VNIkOTe54UEJL,8,126976,9008,7.09
FHX8DhjEQTGtYcUSlP02,8,126976,9008,7.09
FhxiaMwrVAfXKq7NYkvU,8,126976,9008,7.09
Fi4uPsNg2TcG95h7JR0d,8,122880,5836,4.75
fiwJGn6gUtXlk1NZoFAS,8,126976,9008,7.09
FIxgyKhla8MGTcAf7Xur,8,311296,200508,64.41
fiXI4tZdP6M2gKW0L1bj,8,126976,9008,7.09
fj5YpGb4WZea7RCP9Llm,8,409600,327852,80.04
FjeNJD8d04AakcKu5qCp,8,126976,9008,7.09
fJRYcZ6pEjGS2XDiNvI1,8,126976,9008,7.09
FK61hsnuxXBgDiGHjvbR,8,126976,9008,7.09
fKhsXDozS0YNA63L54nl,8,126976,8564,6.74
Fknri4bKP82gvuRJqjVO,8,323584,233508,72.16
fKR9B0IXciszvOyw1E2N,8,196608,59584,30.31
FLBerci0hxEK1fYtUon5,8,126976,9008,7.09
FmafvwYsu6Xn510GgU4c,8,126976,9008,7.09
fmMK3AFYZeWEDPk4sLH5,8,380928,233504,61.3
fN4v3lq5W7BPzAwTDisj,8,126976,9008,7.09
FNlnkGrua7CObgcMqDw2,8,126976,9008,7.09
fnuUPBWtXN7bSsMvRDem,8,122880,7028,5.72
FnXVjLgJDclyUw9h213B,8,126976,9008,7.09
FNxZ7YXTQ56jlWg41uAU,8,389120,229480,58.97
fo7WkX580Ta4VpFd1Kwh,8,126976,9008,7.09
FoS47rVe0NgkwqDayJ3v,8,126976,8564,6.74
FP7u6VsNE8m1GCjBiXfS,8,126976,9008,7.09
fpvS27qDbM1As89XG0JW,8,126976,9008,7.09
fqKj2wJk7rsb1yHFmoQd,8,1163264,826928,71.09
FQM9eZop8fXhAtWBizms,8,335872,229440,68.31
FQqOltd9EPVxkYsuJapw,8,126976,8564,6.74
FQv3gdPzs1ayVCXuYcWR,8,126976,9008,7.09
FRKxNY2wHUpjloGWk9Ci,8,303104,229772,75.81
frnIpkYyV06TiJ3cvqUZ,8,126976,9008,7.09
frnPXQMmEV93qZJTWKs0,8,126976,8564,6.74
FRvg9Ji5jnkDWqm4sMcA,8,126976,9008,7.09
FTf0bi9tk5ZPs6c3ANMn,8,126976,9008,7.09
fUHWYysSetMOK0InvL3Q,8,126976,9008,7.09
fuTc53X2xaYiHtpn0M6r,8,323584,229572,70.95
FWLJQbmnM2URyBv4P38O,8,122880,5836,4.75
fwz93tVUqB0KSh57QMkl,8,122880,5836,4.75
FxhNbBl4iuU6He5mjgta,8,126976,9008,7.09
fXP9DUSu5dt3MrYOKhAi,8,303104,230204,75.95
Fxsq8u9hg0Ncl2TzLQtS,8,122880,6972,5.67
FXUJWnbGiCERH9Mcg8L1,8,1912832,1069560,55.91
FY8XcAmQ9V51jwKTNPdq,8,126976,9008,7.09
fYECMU3kwa4u1rgtNPod,8,126976,9008,7.09
fYiBUrAX4R3e8EyJtP2x,8,413696,328304,79.36
fyPGVdkrRq4mWwIogJea,8,126976,9008,7.09
FzA0NwXoJ2ZdhjgPMlvY,8,126976,9008,7.09
fZiGCdEYQJ8OVIz7sUyr,8,126976,9008,7.09
fZKYVSJadnFIhu5TC4Dm,8,126976,9008,7.09
FzSPX69c8nfrMl1pLZwK,8,122880,5836,4.75
G09EtRmDsFyCK4lqjHWb,8,126976,8564,6.74
g1d6Syk0qtWOE7KnLJRb,8,323584,229444,70.91
G1t0leJo7ju3MPWwyLNv,8,323584,229792,71.01
g1Uw2y9I4EX83msAMQcK,8,126976,9008,7.09
G2NwvzfD8C7nWSZgaAVs,8,421888,327816,77.7
G2pLR7TatM5XKCbWoh3O,8,126976,9008,7.09
g2xuLl8TswtIEb7SqfXD,8,827392,59348,7.17
g32G8fcexHD0Cn76tzwJ,8,126976,8564,6.74
G3R1rTmj9XlDLUheVcnN,8,126976,8564,6.74
g46fdQWzcnK0rBGUJs3j,8,126976,8564,6.74
g4HxIkhecATBOSbrQzjR,8,122880,4372,3.56
g67SYHaFECoeh3Rn0kfP,8,323584,233508,72.16
g6ClWcYBrAHskpjGXeFE,8,126976,9008,7.09
g7EIaKBGoTkcMCeqNXVx,8,196608,37060,18.85
g7qEpdzW3mhFL1Tf0kHV,8,122880,5836,4.75
G7rLkA8ejxVycE2Bb1gP,8,126976,9008,7.09
G814DYsFh9PKktqvwiuW,8,200704,53508,26.66
G8ukS97hQUnO13ZIXoLM,8,126976,9008,7.09
g9JF3Bsk2IQw1HvxEPpc,8,126976,9008,7.09
gAb06acf8NMh2Xwj71HJ,8,126976,9008,7.09
gadc4pf8XmvzYSNTyOMF,8,397312,340144,85.61
gAdFOfVQUxbq738orWZC,8,266240,114488,43.0
gAq0iv5oaMkEt3eD2c9V,8,126976,9008,7.09
gaYrbUuHQn9w5q1OdMcm,8,323584,229440,70.91
GChmH1Jo4OXUYR85E90Q,8,266240,114488,43.0
gCQ70meuzrYAFaWDxZJv,8,585728,352,0.06
GcSHUvqg73Kd2fhoEusr,8,126976,9008,7.09
GCUmV5Iy1LpqM70ZYoKR,8,761856,21340,2.8
gCVdj7N0JfPO2Yuh9Xp4,8,307200,145932,47.5
gdoH4F675iWmYCT2OrnZ,8,126976,9008,7.09
gE6dlac4mB9VrXCLID2M,8,126976,9008,7.09
Ge7L4p2hWV3zuMDRmOyQ,8,126976,9008,7.09
GeLtAwMsZIQoD0BNuhjr,8,126976,9008,7.09
gEYi9wkRjzF31tqlsJ8Z,8,122880,6972,5.67
gF1a0ZIBcAMKpJtOW5Sh,8,311296,230992,74.2
GFLxvaBSrfoN5uUA3l9s,8,352256,282340,80.15
gFNGYSsVAOx58JEI0laR,8,262144,131160,50.03
gfSamebdC3Z4NFt5lonM,8,122880,5836,4.75
GHfp03Ls1VE2bjXulTqZ,8,126976,9008,7.09
GhHS0zL9cgNXFK6j1dIJ,8,126976,9008,7.09
gHPbaK69RwpGA7nFtuvU,8,663552,478300,72.08
ghXjl4pkWPETMiF1bruL,8,122880,6972,5.67
gIhON4ojsvuxBfyJ3AMP,8,196608,72908,37.08
GJfln1kZ2ecOgXrv9Sht,8,126976,9008,7.09
GJhmONp2RTcoHdrKgBMi,8,126976,8564,6.74
GkfbZrRKmgFxq0Bypazh,8,126976,9008,7.09
GKkjcrNlTU9D8LJxgZoA,8,122880,5836,4.75
gKxq7SlW5RUHM0ru41Ta,8,217088,90228,41.56
GlduQtUf3I1hAWYwyFLs,8,126976,8564,6.74
glnkDGXbTaC17YL3JviW,8,122880,5836,4.75
GltvVHPJ9eLNj48a5CBR,8,126976,9008,7.09
GlUnrYxyOb5XQhFcf4Su,8,126976,9008,7.09
GmH1ULjobZKMkcVRyqQs,8,327680,229968,70.18
gMjneCJIuS47bLXd20qK,8,122880,6972,5.67
GMmILXek4Tuh5iWbOrjU,8,339968,230544,67.81
gmpkFT8PMwjOhXieuQKf,8,315392,229408,72.74
gMRA8HlDUsmd3e9ixz4h,8,708608,590068,83.27
GMw5FUkrDxPvy2XmV4cJ,8,126976,9008,7.09
GmWXcKzaioDnkAO9qVdt,8,159744,32676,20.46
gNJbXWCpGnZjFq6Lzs5Q,8,126976,8564,6.74
gNQ3UDOX98dJqLmxvuSc,8,315392,229772,72.85
GnTwHMeljN8m3PvWBdLQ,8,294912,229628,77.86
GOCxdg4XrQYsZvKf2eNP,8,430080,282312,65.64
gPHcAuKf7dCx5jmUptWN,8,126976,9008,7.09
gpQPsBn4Hc6uoxmFbYU3,8,126976,8564,6.74
